title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,cost_score,city,district,safety_score,services_score,final_score,latitude,longitude,osm_data
Apartamento en alquiler en Ur. San Gabriel,"Ur. San Gabriel, San Isidro, Lima, Lima ","USD9,999",4 dormitorios,4 baños,650 m²,2022.0,"S/.1,500",Apartamento,Alquiler,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-fdf0-d272ae4c8636-6a6db7c8-b377-41d1,36996.3,650.0,4,4,9.991453846153846,Lima,San Isidro,9,9.84,9.6,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","USD1,700",4 dormitorios,3 baños,360 m²,2022.0,,Casa,Alquiler,4 feb. 2023 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-dce3-580c3545c01f-e625f046-8f55-42bf,6290.0,360.0,4,3,9.997376543209876,Lima,Miraflores,9,9.84,9.6,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,400",3 dormitorios,4 baños,210 m²,2015.0,S/.650,Apartamento,Alquiler,19 nov. 2022 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-1c87-391426fddf66-e9c9d2ce-af70-4c3e,5180.0,210.0,3,4,9.996296296296295,Lima,Miraflores,9,9.28,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,500",3 dormitorios,4 baños,200 m²,2020.0,S/.600,Apartamento,Alquiler,22 feb. 2023 - Publicado por Josh Vega,https://www.properati.com.pe/detalle/14032-32-b2f7-d3c31cf124d9-5b16b160-9cde-120d,9250.0,200.0,3,4,9.993055555555555,Lima,Miraflores,9,9.68,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,4 baños,120 m²,2017.0,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-dc8e-bd09dfbec13e-9117ab38-b075-46cd,3700.0,120.0,3,4,9.99537037037037,Lima,Miraflores,9,9.44,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ","USD2,990",3 dormitorios,4 baños,355 m²,2018.0,"S/.1,100",Apartamento,Alquiler,15 ago. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-e0ca-fa1410aff861-caeb33ac-8072-4c39,11063.0,355.0,3,4,9.995320813771515,Lima,Miraflores,9,9.52,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD6,500",5 dormitorios,5 baños,500 m²,2015.0,"S/.1,300",Apartamento,Alquiler,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-8f28-24c41263cce6-9ea03c1f-944b-4764,24050.0,500.0,5,5,9.992777777777778,Lima,Miraflores,9,9.28,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,4 baños,120 m²,2017.0,S/.600,Apartamento,Alquiler,7 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-1abc-d574af44a7b-471bcff5-ae70-4ef2,3700.0,120.0,3,4,9.99537037037037,Lima,Miraflores,9,9.44,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,4 baños,162 m²,2021.0,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-a1c3-f7987295299e-d725da53-8601-4876,5550.0,162.0,3,4,9.99485596707819,Lima,San Isidro,9,9.76,9.5,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,4 baños,120 m²,2017.0,S/.600,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-5f34-2cb9cb9de99-94233060-b7d5-4099,3700.0,120.0,3,4,9.99537037037037,Lima,Miraflores,9,9.44,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,490",3 dormitorios,3 baños,240 m²,2023.0,,Apartamento,Alquiler,24 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-3bb6-7a09abeac4ff-88a1c0b7-8a42-4879,9213.0,240.0,3,3,9.99423611111111,Lima,Miraflores,9,9.32,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,050",1 dormitorio,15 baños,90 m²,2016.0,,Apartamento,Alquiler,11 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-6f28-9553055e6f47-c0da0a63-a28b-318a,3885.0,90.0,1,15,9.99351851851852,Lima,Miraflores,9,9.36,9.5,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD3,000",3 dormitorios,3 baños,225 m²,2022.0,S/.950,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por SANDRA USQUIANO",https://www.properati.com.pe/detalle/14032-32-1f6e-ed183900e498-f0de90ce-8bf2-4f6e,11100.0,225.0,3,3,9.992592592592592,Lima,Miraflores,9,9.239999999999998,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,350",3 dormitorios,3 baños,214 m²,2020.0,S/.450,Apartamento,Alquiler,9 dic. 2022 - Publicado por Gestiones Exitosas,https://www.properati.com.pe/detalle/14032-32-685f-6855933d8878-8d3added-89ba-485d,4995.0,214.0,3,3,9.996495327102805,Lima,San Isidro,9,9.079999999999998,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ","USD2,600",3 dormitorios,4 baños,244 m²,2012.0,S/.960,Apartamento,Alquiler,13 feb. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-8038-8db6ab952c33-a858f17c-a07a-4b36,9620.0,244.0,3,4,9.99408014571949,Lima,San Isidro,9,9.04,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. El Palomar,"Ur. El Palomar, San Isidro, Lima, Lima ","USD1,200",4 dormitorios,4 baños,148 m²,2011.0,S/.500,Apartamento,Alquiler,9 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-b9f9-91e8667efcbd-1173703-b83e-43d9,4440.0,148.0,4,4,9.995495495495495,Lima,San Isidro,9,8.96,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ","USD2,800",3 dormitorios,3 baños,240 m²,2019.0,"S/.1,900",Apartamento,Alquiler,"Hace 1 semana, 20 horas - Publicado por Büro Propiedades",https://www.properati.com.pe/detalle/14032-32-daf7-a61ccfc9fddd-bbd3af13-a20f-4159,10360.0,240.0,3,3,9.99351851851852,Lima,San Isidro,9,9.0,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD2,800",3 dormitorios,5 baños,280 m²,2010.0,"S/.1,300",Apartamento,Alquiler,2 ene. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-d5fa-45fb7d5f4e4f-756c4a8e-9d89-4be5,10360.0,280.0,3,5,9.994444444444444,Lima,San Isidro,9,8.879999999999999,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,4 baños,267 m²,2014.0,S/.500,Apartamento,Alquiler,3 mar. 2023 - Publicado por RE/MAX Talento,https://www.properati.com.pe/detalle/14032-32-9a42-905bda75d781-8eebda60-910e-4f85,7770.0,267.0,3,4,9.995630461922596,Lima,Miraflores,9,9.2,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD2,600",4 dormitorios,5 baños,313 m²,2010.0,"S/.1,460",Apartamento,Alquiler,2 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-c8f0-b351c9b5dcdb-11b4ddbd-945e-4fbe,9620.0,313.0,4,5,9.995385161519346,Lima,Miraflores,9,8.879999999999999,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,500",3 dormitorios,3 baños,100 m²,2018.0,S/.1,Apartamento,Alquiler,23 dic. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-dfda-e3c586049dfd-25a011bd-83ee-484a,9250.0,100.0,3,3,9.98611111111111,Lima,Miraflores,9,8.92,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","S/.2,700",3 dormitorios,4 baños,100 m²,2013.0,S/.290,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por JM HOME INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-34ed-ca047eaa1fe1-f799dd67-a269-4814,2700.0,100.0,3,4,9.995945945945946,Lima,Miraflores,9,9.12,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD990,2 dormitorios,4 baños,126 m²,2021.0,S/.450,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por GNS Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-70b5-7a05466b7a0d-6cf6709-8f1b-3aac,3663.0,126.0,2,4,9.99563492063492,Lima,Miraflores,9,9.16,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD2,600",3 dormitorios,3 baños,202 m²,2018.0,S/.650,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-5fba-1ed6e7cb31f5-4c9a32a1-9c51-4215,9620.0,202.0,3,3,9.992849284928491,Lima,San Isidro,9,8.92,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,200",4 dormitorios,3 baños,156 m²,2011.0,S/.450,Apartamento,Alquiler,1 mar. 2023 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-fd2b-fa8e8374ef47-a9b776e9-aff2-4ab4,4440.0,156.0,4,3,9.995726495726496,Lima,San Isidro,9,8.96,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,4 baños,135 m²,2014.0,S/.520,Apartamento,Alquiler,25 feb. 2023 - Publicado por Lady Montes de Oca,https://www.properati.com.pe/detalle/14032-32-205b-cd0ee430d35d-3ba16fcb-b37a-458a,4255.0,135.0,3,4,9.995267489711932,Lima,San Isidro,9,9.2,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,4 baños,200 m²,2011.0,S/.800,Apartamento,Alquiler,11 mar. 2023 - Publicado por Prime House,https://www.properati.com.pe/detalle/14032-32-8ede-2dc787348dec-f6829be-84fa-4516,5550.0,200.0,3,4,9.995833333333334,Lima,San Isidro,9,8.96,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,3 baños,120 m²,2019.0,S/.450,Apartamento,Alquiler,24 ene. 2023 - Publicado por  INMOBILIARIA TUCASA A1 PERU,https://www.properati.com.pe/detalle/14032-32-1027-6e637ab2439a-f3786c9e-9874-44f3,3700.0,120.0,3,3,9.99537037037037,Lima,Miraflores,9,9.0,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,130 m²,2020.0,S/.450,Apartamento,Alquiler,27 ene. 2023 - Publicado por Remax Fusion,https://www.properati.com.pe/detalle/14032-32-7494-2cf5d25bb12a-b01b9fe7-aad6-4468,4810.0,130.0,3,3,9.994444444444444,Lima,Miraflores,9,9.079999999999998,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD3,000",10 dormitorios,10 baños,250 m²,2011.0,,Casa,Alquiler,16 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-12b3-3941988bded1-423779e9-9ad3-4105,11100.0,250.0,10,10,9.993333333333334,Lima,Miraflores,9,8.96,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ","USD3,500",3 dormitorios,3 baños,320 m²,2020.0,"S/.1,200",Apartamento,Alquiler,7 nov. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-11a4-d426ee3fbada-1f0153c1-ada5-3fcb,12950.0,320.0,3,3,9.99392361111111,Lima,San Isidro,9,9.079999999999998,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Co. La Molina Real,"Co. La Molina Real, La Molina, Lima, Lima ","USD2,200",5 dormitorios,5 baños,280 m²,2013.0,S/.600,Casa,Alquiler,16 mar. 2023 - Publicado por REMAX SPAZIO,https://www.properati.com.pe/detalle/14032-32-41c4-83677a5d1ce-d414da19-b116-4233,8140.0,280.0,5,5,9.99563492063492,Lima,La Molina,9,9.12,9.4,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,4 baños,150 m²,2020.0,S/.650,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por TU HOGAR Y BIENESTAR",https://www.properati.com.pe/detalle/14032-32-1a25-4f6cbbb4f88-713b911c-880d-4e3a,3700.0,150.0,2,4,9.996296296296295,Lima,Miraflores,9,9.079999999999998,9.4,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel,"Ur. Chacarilla Santa Cruz Zona Santa Isabel, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,3 baños,120 m²,2017.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por J&P Boutique Inmobiliaria Perú,https://www.properati.com.pe/detalle/14032-32-168a-e9b070553ad4-2ff1474c-8321-424a,5550.0,120.0,3,3,9.993055555555555,Lima,San Isidro,9,8.84,9.4,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,300",4 dormitorios,3 baños,330 m²,2006.0,S/.600,Casa,Alquiler,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-448b-c8a06f851ae-acb12818-bb46-4c4f,8510.0,330.0,4,3,9.996127946127944,Lima,La Molina,9,8.56,9.3,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,200",4 dormitorios,3 baños,330 m²,2006.0,S/.600,Casa,Alquiler,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-7c27-9aef3ad01741-55e52c06-a397-4aca,8140.0,330.0,4,3,9.996296296296295,Lima,La Molina,9,8.56,9.3,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD4,999",3 dormitorios,3 baños,170 m²,2014.0,S/.200,Apartamento,Alquiler,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6c19-8ea83ce5a6ab-aba10068-8153-4f45,18496.3,170.0,3,3,9.98366339869281,Lima,Miraflores,9,8.6,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,3 baños,150 m²,2014.0,S/.550,Apartamento,Alquiler,27 feb. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-461c-73902c68c930-8798efc6-a195-4eba,4255.0,150.0,3,3,9.99574074074074,Lima,San Isidro,9,8.6,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","S/.2,900",2 dormitorios,3 baños,93 m²,2028.0,S/.550,Apartamento,Alquiler,Hace 3 semanas - Publicado por PREMIUM B R,https://www.properati.com.pe/detalle/14032-32-d329-d2bbf9c8f8a1-8f28ff42-b27a-458b,2900.0,93.0,2,3,9.995317898543703,Lima,Miraflores,9,8.5,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,900",3 dormitorios,3 baños,195 m²,2016.0,S/.900,Apartamento,Alquiler,12 abr. 2022 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-ce0c-96f8a62c821e-5e00420e-bd3e-4fc5,7030.0,195.0,3,3,9.994586894586895,Lima,Miraflores,9,8.76,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,103 m²,2013.0,S/.400,Apartamento,Alquiler,17 ene. 2023 - Publicado por ASPRO asesores profesionales,https://www.properati.com.pe/detalle/14032-32-ce43-57dcdd91750c-da29dae9-8d0f-4bb2,3100.0,103.0,3,3,9.995480917811015,Lima,Miraflores,9,8.52,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ","USD1,300",3 dormitorios,3 baños,190 m²,2015.0,S/.300,Apartamento,Alquiler,8 ene. 2023 - Publicado por RUIZ BAGLIETTO TERESA ENRIQUETA,https://www.properati.com.pe/detalle/14032-32-964f-d43312e9a836-7810266-be93-4e8b,4810.0,190.0,3,3,9.996198830409355,Arequipa,Miraflores,9,8.68,9.3,-16.3501806,-71.46244,"Miraflores, Arequipa, 04004, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","S/.3,500",3 dormitorios,3 baños,125 m²,2010.0,S/.614,Apartamento,Alquiler,17 mar. 2023 - Publicado por Luis Cano-Alva Vidal,https://www.properati.com.pe/detalle/14032-32-c4e3-b9f848e679e8-943cc210-b912-120d,3500.0,125.0,3,3,9.995795795795797,Lima,Miraflores,9,8.28,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD1,700",3 dormitorios,3 baños,160 m²,2014.0,S/.850,Apartamento,Alquiler,22 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-4e2c-857814eee6df-7636074d-a6c9-4c25,6290.0,160.0,3,3,9.994097222222225,Lima,San Isidro,9,8.6,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,3 dormitorios,3 baños,100 m²,2010.0,S/.400,Apartamento,Alquiler,10 ene. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-f196-96855865fc61-4020a42-bfab-4e6a,3515.0,100.0,3,3,9.994722222222222,Lima,Miraflores,9,8.28,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,3 baños,136 m²,2012.0,S/.500,Apartamento,Alquiler,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6a4a-db1692748e5c-e2b8cd10-865f-4166,4255.0,136.0,3,3,9.9953022875817,Lima,San Isidro,9,8.44,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,3 baños,136 m²,2012.0,S/.500,Apartamento,Alquiler,15 nov. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-f882-5a9e2053539c-6d4c4fca-8f1c-458a,4255.0,136.0,3,3,9.9953022875817,Lima,San Isidro,9,8.44,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,600",3 dormitorios,3 baños,130 m²,2015.0,S/.500,Apartamento,Alquiler,6 dic. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3909-14cb2fbfe009-14e63763-8877-4050,5920.0,130.0,3,3,9.993162393162391,Lima,Miraflores,9,8.68,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ","S/.3,000",2 dormitorios,3 baños,124 m²,2023.0,,Apartamento,Alquiler,16 mar. 2023 - Publicado por CISA INMOBILIARIA PERU ,https://www.properati.com.pe/detalle/14032-32-c45f-7b18758e5ce1-b24cba50-ba78-120d,3000.0,124.0,2,3,9.996367335077013,Lima,Miraflores,9,8.42,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,107 m²,2010.0,S/.440,Apartamento,Alquiler,22 mar. 2023 - Publicado por SERVICIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-45eb-df600df2dd08-b438f19f-8b1c-4f9a,4810.0,107.0,3,3,9.9932502596054,Lima,Miraflores,9,8.28,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,240",2 dormitorios,3 baños,151 m²,2022.0,,Apartamento,Alquiler,3 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-14e9-cafb0bf6f567-95e32e30-b236-4ca6,4588.0,151.0,2,3,9.995437821927888,Lima,San Isidro,9,8.34,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, San Isidro, Lima, Lima ","USD1,400",3 dormitorios,3 baños,176 m²,2014.0,"S/.1,360",Apartamento,Alquiler,16 nov. 2022 - Publicado por ANA MARIA CECILIA ARTEAGA RODRIGUEZ,https://www.properati.com.pe/detalle/14032-32-67e-7961ec75091a-4f396479-8531-46a1,5180.0,176.0,3,3,9.995580808080808,Lima,San Isidro,9,8.6,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",USD800,3 dormitorios,3 baños,86 m²,2012.0,S/.300,Apartamento,Alquiler,10 ene. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-41d2-2a28d767d2a7-4257d844-8f1b-4c58,2960.0,86.0,3,3,9.994832041343669,Lima,Miraflores,9,8.44,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,200",3 dormitorios,3 baños,160 m²,2012.0,S/.580,Apartamento,Alquiler,2 ene. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-923d-839d0497658d-6bf06a1e-9ecd-4a74,4440.0,160.0,3,3,9.995833333333334,Lima,San Isidro,9,8.44,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
